,product_name,image,description,price
621,雀巢 冰極檸檬茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026821281654938561.jpg,480ML,HK$8.50
622,雀巢 棉花糖即沖朱古力,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,1pc,HK$24.90
623,雀巢 檸檬茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0024087631654937129.jpg,480ML,HK$8.50
624,雀巢 濃香焙煎咖啡,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,,HK$8.90
625,雀巢1+2咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020438001654712064.jpg,20X15G,HK$29.90
626,雀巢三花低脂淡奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026198561654938338.jpg,#410G,HK$16.50
627,雀巢三花淡奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020026161654711402.jpg,405G,HK$16.50
628,雀巢三花淡奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020026241654711404.jpg,150G,HK$8.10
629,雀巢咖啡 絲滑牛奶咖啡3支裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025714611654938120.jpg,268MLX3,HK$27.00
630,雀巢咖啡伴侶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020927731654712531.jpg,700G,HK$52.90
631,雀巢金牌咖啡三合一即溶咖啡10包裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022421701654713709.jpg,10X17G,HK$29.90
632,雀巢香濃咖啡六罐裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026674831654938526.jpg,6X 250ML,HK$46.00
633,雀巢鷹嘜原味煉奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025302441654937852.jpg,#185G,HK$13.90
634,雀巢鷹嘜煉奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020026401654711405.jpg,#350G,HK$17.90
635,雞蛋拔蘭地,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020253101654711899.jpg,1pc,HK$159.00
636,雪碧,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020011621654711357.jpg,1pc,HK$11.50
637,雪碧,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020013521654711365.jpg,500ML,HK$9.00
638,雪碧八罐裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020928981654712533.jpg,8X330ML,HK$37.00
639,雲霧之灣PELORUS 長相思白葡萄酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0202071141654941349.jpg,750ml,HK$208.00
640,雲霧灣TEKOKO白酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020272581654711946.jpg,750ML,HK$468.00
641,零系可口可樂,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020680051654712379.jpg,8X330ML,HK$37.00
642,零系可口可樂,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020680131654712380.jpg,4X330ML,HK$25.00
643,零系可口可樂,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020680391654712382.jpg,500ML,HK$9.00
644,零系可口可樂,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022075461654713509.jpg,1.25L PET,HK$11.50
645,青島 啤酒6罐裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020223091654711831.jpg,6X330ML,HK$41.90
646,青島 啤酒大罐裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028373831654939241.jpg,500ML,HK$13.90
647,青島 啤酒罐裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020277611654711958.jpg,330 ML,HK$6.50
648,韓國首爾牛奶1L,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028950681654939483.jpg,1pc,HK$27.90
649,韓國首爾牛奶200ML,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028950501654939482.jpg,200ML,HK$9.90
650,韓川 蜂蜜檸檬柚子茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021471301654712962.jpg,1000G,HK$45.90
651,飛雪礦物質水,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020000161654711329.jpg,1pc,HK$8.50
652,飛雪礦物質水,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020000241654711331.jpg,770ML,HK$5.50
653,養命酒 (1公升),https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020250701654711889.jpg,1000ML,HK$259.00
654,養命酒製之生姜酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0203495361654941525.jpg,700ml,HK$185.00
655,養命酒製之草本恩惠酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0203495101654941522.jpg,700ml,HK$185.00
656,養命酒製之高麗人參酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0203495281654941524.jpg,700ML,HK$185.00
657,馬天尼 100%蘋果汁汽酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0200709911654941222.jpg,750ML,HK$55.00
658,馬天尼100% 金牌蘋果石榴汽酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0200710071654941224.jpg,750ML,HK$55.00
659,馬天尼100% 金牌蘋果葡萄汽酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0200710151654941225.jpg,750ML,HK$55.00
660,高島 柚子薑茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028940041654939474.jpg,1150 ML,HK$59.00
661,高島蜂蜜紅棗茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028818371654939432.jpg,1150 G,HK$65.00
662,鴻福堂 五花茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022039251654713463.jpg,500ML,HK$7.90
663,鴻福堂 咸柑桔,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022039091654713462.jpg,500ML,HK$7.90
664,鴻福堂 咸青檸,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029215671654939595.jpg,500ML,HK$7.90
665,鴻福堂 川貝枇杷蜜,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022038911654713461.jpg,500ML,HK$7.90
666,鴻福堂 竹蔗甘筍海底椰,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022732901654936372.jpg,500ML,HK$7.90
667,鴻福堂 竹蔗茅根,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0023051751654936574.jpg,500ML,HK$7.90
668,鴻福堂 雪梨汁,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029373161654939672.jpg,500 ML,HK$7.90
669,鴻福堂夏枯草,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026329251654938401.jpg,500ML,HK$7.90
670,鴻福堂花旗蔘蜜,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026328831654938399.jpg,500ML,HK$7.90
671,鴻福堂銀菊露,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026329171654938400.jpg,500ML,HK$7.90
672,鴻福堂雞骨草,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026329091654938400.jpg,500ML,HK$7.90
673,鴻褔堂雞骨草,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025633511654938067.jpg,1pc,HK$23.90
674,鷹嘜低脂原味淡煉奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0027452141654938816.jpg,185G,HK$13.50
675,麒麟 午後奶茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026428411654938439.jpg,500ML,HK$12.90
676,麒麟 午後檸檬紅茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022818061654936435.jpg,500ML,HK$14.90
677,麒麟 午後紅茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020524131654712201.jpg,500ML,HK$12.90
678,麒麟 原味啤酒6罐裝-大,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025809911654938147.jpg,6X500ML,HK$75.90
679,麒麟 原味啤酒大罐裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026016641654938238.jpg,500ML,HK$14.90
680,麒麟 小岩井咖啡牛奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0024476211654937366.jpg,500ML,HK$14.90
681,麒麟 第一啤酒6罐裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025850731654938165.jpg,6X330ML,HK$59.90
682,麒麟 第一啤酒樽裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0027319411654938757.jpg,330ML,HK$11.90
683,麒麟 零咖啡因生茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020524211654712202.jpg,430ML,HK$14.90
684,麒麟生茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021324211654712820.jpg,525ML,HK$14.90
685,麒麟第一啤酒4大罐裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029544101654939771.jpg,4X500ML,HK$44.90
686,麥卡倫 12年雙木桶威士忌,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021819801654713270.jpg,700ML,HK$639.00
687,麥卡倫 12年雪梨桶威士忌,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0024952651654937670.png,700ML,HK$739.00
688,麥燒酎,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021868641654713307.jpg,750ML,HK$89.00
689,麥燒酎 個人裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0024067671654937109.jpg,300ML,HK$52.90
690,麥燒酎25度小樽裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0027807811654938952.jpg,200ML,HK$46.50
691,黑松 提子氣泡飲料,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029701191654939890.jpg,500ML,HK$7.90
692,黑金傳奇 玫瑰四物茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021942981654713381.jpg,250G,HK$69.00
693,#137度 原味核桃奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025606881654938038.jpg,180ML,HK$14.90
694,#137度 拿鐵咖啡杏仁奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025605631654938035.jpg,180ML,HK$12.90
695,#137度 朱古力開心果奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025607121654938039.jpg,180ML,HK$14.90
696,#洛神花蜜,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025264401654937835.jpg,500ML,HK$43.90
697,(原箱) DOUTOR低糖咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021906351654713349.jpg,260G,HK$285.60
698,(原箱) DOUTOR牛奶咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021906271654713348.jpg,260G,HK$285.60
699,(原箱) DOUTOR黑咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021906431654713351.jpg,260G,HK$285.60
700,(原箱) SANGARIA 有汽天然礦泉水,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/002333540-B1655016901.jpg,500ML,HK$228.00
701,(原箱) Topvalu BP 重口味CHU-HI有汽酒 葡萄味,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0200844481654941255_1.jpg,350ml,HK$237.60
702,(原箱) TOPVALU BP原味低糖咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/2/3/2344208.jpg,*930ML,HK$178.80
703,(原箱) TOPVALU BP原味無糖咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/2/3/2344240_1.jpg,*930ML,HK$178.80
704,(原箱) TOPVALU  GE 有機玉露綠茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021336761654712829.jpg,1pc,HK$101.40
705,(原箱) TOPVALU 無糖杏仁奶 1000ML,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/020225157-B1655017047.jpg,1000ML,HK$179.40
706,(原箱) TOPVALU 黑咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/4/9/4901810969487_1.jpg,375G,HK$261.60
707,(原箱) TV BP 威士忌炭酸汽酒 500ML,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/020204798-B1655017031.jpg,500ml,HK$333.60
708,(原箱) TV BP 富良野生啤酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/2/0/20237483_1.jpg,350ml,HK$237.60
709,(原箱) TV BP 果實用焼酎 35度 1800ML,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/020209219-B1655017032.jpg,1800ml,HK$954.00
710,(原箱) TV BP 清爽梅酒 卡路里25%&糖質30%OFF 1000ML,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/020209268-B1655017033.jpg,1000ml,HK$474.00
711,(原箱) TV BP 濃郁梅酒 1000ML,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/2/0/20209326_1.jpg,1000ml,HK$354.00
712,(原箱) TV BP 濃郁梅酒 2000ML,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/020209318-B1655017035.jpg,2000ml,HK$534.00
713,(原箱) TV BP 無酒精啤酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/2/0/20346086_1.jpg,350ML,HK$237.60
714,(原箱) TV BP 焼酎20度 900ML,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/020209292-B1655017034.jpg,900ml,HK$299.40
715,(原箱) TV BP 蜂蜜檸檬汽酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/2/0/20346060_1.jpg,350ML,HK$237.60
716,(原箱) TV 清爽番薯燒酎,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020338921654712001.jpg,1pc,HK$287.40
717,(原箱) TV 炭酸水,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/002305183-B1655016900.jpg,500ML,HK$189.60
718,(原箱) TV 炭酸水 (檸檬味),https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/4/9/4902121239924_1.jpg,500ML,HK$189.60
719,(原箱) TV 食物纖維烏龍茶 500ML,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/4/5/4549741184953_2__1.jpg,500ml,HK$213.60
720,(原箱) TVBP CHU-HI有汽酒 梅味,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/020084364-B1655017014.jpg,350ML,HK$237.60
721,(原箱) TVBP CHU-HI有汽酒 梅味,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/020084398-B1655017017.jpg,500ML,HK$333.60
722,(原箱) TVBP CHU-HI雞尾酒 檸檬味,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/4/5/4549741877503_2__1.jpg,350ml,HK$237.60
723,(原箱) TVBP CHU-HI雞尾酒 西柚味,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/4/5/4549741877541_2__1.jpg,350ML,HK$237.60
724,(原箱) TVBP CHU-HI雞尾酒 西柚味,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/020084380-B1655017015.jpg,500ML,HK$333.60
725,(原箱) TVBP 重口味CHU-HI有汽酒 檸檬味,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/020084406-B1655017019.jpg,500ML,HK$333.60
726,(原箱) TVBP 重口味CHU-HI有汽酒 葡萄味,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/4/5/4549741871686_2__1.jpg,500ml,HK$333.60
727,(原箱) 合同酒精 有汽酒 波子汽水味,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,350ml,HK$261.60
728,(原箱) 合同酒精 沖繩風 香檬味炭酸汽酒,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,350ml,HK$309.60
729,(原箱) 新多利 乳酪飲品,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/002727576-B1655016953.jpg,500ML,HK$405.60
730,(原箱) 日本 清爽梅酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/002378578.jpeg,2公升,HK$834.00
731,(原箱) 日本SUNTORY烏龍茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/002489060-B1655016925.jpg,1pc,HK$155.40
732,(原箱) 日本雀巢 極緻無糖咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/002703908-B1655016945.jpg,900ML,HK$238.80
733,(原箱) 日本雀巢 極致咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021668331654713160.jpg,900ML,HK$238.80
734,(原箱) 日本雀巢 黃金深煎咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021667831654713159.jpg,900ML,HK$238.80
735,(原箱) 日本雀巢 黃金無糖咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021667341654713158.jpg,900ML,HK$238.80
736,(原箱) 日本雀巢 黃金無糖咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/002286334-B1655016892.jpg,900ML,HK$238.80
737,(原箱) 茶之丸幸 宇治抹茶入綠茶粉,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,70G,HK$379.00
738,*Kolsch手工麥啤酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021471481654712963.jpg,330ML,HK$39.00
739,*古道 梅子綠茶,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,,HK$8.90
740,*味丹心 茶道冬瓜茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/002817138-1_1.jpg,,HK$10.90
741,*柚子手工麥啤酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021880921654713321.jpg,330ML,HK$39.00
742,*貝納頌 咖啡經典曼特寧,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/002198760.jpg,,HK$13.90
743,*貝納頌 經典咖啡-黑咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/002198778.jpg,,HK$8.50
744,*香港啤酒 賭神金艾爾手工麥啤酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022529481654713801.jpg,330ML,HK$24.90
745,137 原味核桃奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022889751654936476.jpg,1pc,HK$55.00
746,137 原味開心果奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022889831654936477.jpg,1pc,HK$55.00
747,137 抹茶核桃奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022889671654936475.jpg,1pc,HK$55.00
748,137 雙重比利時朱古力開心果奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022890151654936479.jpg,1pc,HK$55.00
749,ASAHI SUPER DRY BLACK 黑啤酒 (350ML六罐裝),https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0202815721654941467.jpg,6x350ml,HK$99.00
750,ASAHI SUPER DRY BLACK 黑啤酒 350ML,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,350ml,HK$19.90
751,ASAHI SUPER DRY BLACK 黑啤酒 500ML,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,500ml,HK$25.90
752,ASAHI SUPER DRY BLACK 黑啤酒 6X500ML,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,6x500ml,HK$129.00
753,BAREFOOT MOSCATO,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025483111654937948.jpg,1pc,HK$59.00
754,BAREFOOT SAUVIGNON BLANC,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025483291654937950.jpg,1pc,HK$59.00
755,BIN8赤霞珠切粒子紅,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0023017291654936550.jpg,750ML,HK$269.00
756,BP日本運動飲品,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028601531654939357.jpg,1pc,HK$14.90
757,BUNDABERG 健怡青檸梳打,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026791401654938549.jpg,375ML,HK$16.50
758,CALIFIA 杏仁奶 - 原味,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,,HK$55.00
759,CALIFIA 無糖杏仁奶,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,,HK$55.00
760,CARMENERE GRANDE R,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022986931654936539.jpg,750ML,HK$229.00
761,CHANDON EOY LIMITED EDITION,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0200703141654941219.jpg,BTL,HK$139.00
762,COCOWAY 椰子奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021634421654713113.jpg,270ML,HK$13.90
